dlga_troublesome_bandits_intro_1:troublesome_bandits_intro_2|Ха, для меня вы просто ходячие кошельки. Торговец из {s1} даст за ваши головы хорошие деньги.
dlga_troublesome_bandits_intro_2:close_window|{reg63?Охотник:Охотница} за головами! Хуже вас тварей нет! Пустите {reg63?ему:ей} кишки, быстро!
dlga_start:marauding_jatu_intro_1|Мы охотимся на нолдоров в этих проклятых богами лесах. Скажите мне все, что знаете об этом, живо!
dlga_marauding_jatu_intro_1:marauding_jatu_intro_2|Мы охотимся на вас, проклятое племя воров. Мы очистим лес от грязи!
dlga_marauding_jatu_intro_2:close_window|Мы воины Джату! Готовься к бою! Готовься к смерти!
dlga_start:deserter_paid_talk|Чего вам? Хотите нам еще денег заплатить?
dlga_deserter_paid_talk:deserter_paid_talk_2a|Простите за беспокойство. Я пойду.
dlga_deserter_paid_talk_2a:close_window|Да. Хватит тут шататься - пошли бы денег заработали... В следующий раз кошелек должен быть полон.
dlga_deserter_paid_talk:deserter_paid_talk_2b|Нет. Теперь ваша очередь платить.
dlga_deserter_paid_talk_2b:close_window|Вы чего? Вам проблем мало? Так мы еще устроим.
dlga_start:deserter_talk|Мы свободны. Теперь мы сражаемся только за себя. Отдавайте золото, или мы вас убьем!
dlga_deserter_talk:close_window|Когда я разберусь с вами, вы пожалеете, что бросили армию!
dlga_deserter_talk:deserter_barter|Не стоит драться. Я заплачу за проход.
dlga_deserter_barter:deserter_barter_2|Очень умно с вашей стороны. Хотя, посмотрел я на ваш баул и вижу, что такой человек без жалости расстанется и с {reg5} динарами. Платите и проваливайте.
dlga_deserter_barter_2:deserter_barter_3a|Хорошо, вот {reg5} динаров.
dlga_deserter_barter_2:deserter_barter_3b|У меня нет таких денег.
dlga_deserter_barter_3b:close_window|Жалко. Придется продать вас в рабство.
dlga_deserter_barter_3a:close_window|Ну вот, оказалось совсем не трудно, правда? Ладно, идите уже.
dlga_start:tavernkeeper_talk|Здравствуйте, {reg63?господин:госпожа}. Чем могу помочь?
dlga_tavernkeeper_pretalk:tavernkeeper_talk|Что-нибудь еще?
dlga_tavernkeeper_talk:tavernkeeper_talk_horse_armor_1|Вы знаете кого-нибудь, кто разводит военных лошадей?
dlga_tavernkeeper_talk_horse_armor_1:tavernkeeper_talk_horse_armor_2|Хм... много разных людей посещают мою таверну... это необычайно трудно, чтобы помнить всех ... (хозяин таверны протирает кружку, выразительно поглядывая на монеты, лежащие на пивоной стойке)
dlga_tavernkeeper_talk_horse_armor_2:tavernkeeper_talk_horse_armor_3|Может быть, несколько монет улучшат вашу память?
dlga_tavernkeeper_talk_horse_armor_2:tavernkeeper_talk_horse_armor_3.1|Может быть, это лезвие улучшит вашу память?
dlga_tavernkeeper_talk_horse_armor_3:tavernkeeper_talk_horse_armor_4|Вау, вау, хорошо, хорошо! Я знаю только одного человека... кто разводит сельскохозяйственных лошадей ...
dlga_tavernkeeper_talk_horse_armor_4:tavernkeeper_talk_horse_armor_5|"БОЕВЫХ", я сказал "БОЕВЫХ" коней!
dlga_tavernkeeper_talk_horse_armor_5:tavernkeeper_pretalk|О... в этом случае я действительно не знаю ... может быть, вам стоит посетить местный рынок. Там довольно многолюдно сегодня, и я уверен, что кто-то может знать что-то.
dlga_tavernkeeper_talk:tavernkeeper_feast|Принесите моим парням пива! Таким образом поднимется их мораль.
dlga_tavernkeeper_feast:tavernkeeper_feast|Я думаю, что мы сможем сделать это за {reg1} золотых!
dlga_tavernkeeper_feast:tavernkeeper_pretalk|Очень хорошо... вот, держите {reg1} золотых!
dlga_tavernkeeper_feast:tavernkeeper_pretalk.1|Это слишком дорого, пусть останутся в конюшнях и пьют воду!
dlga_tavernkeeper_talk:tavernkeeper_deliver_wine|Меня просили доставить вам {s4}, ровно {reg9} единиц.
dlga_tavernkeeper_deliver_wine:tavernkeeper_pretalk|Ну наконец-то! Мои запасы почти иссякли. Вот, держите, {reg5} динаров должно хватить... {s9} - мой добрый партнер, передавайте ему привет! Я обязательно замолвлю за вас словечко перед ним.
dlga_tavernkeeper_talk:tavernkeeper_deliver_wine_incomplete|Меня просили доставить вам {s4} в количестве {reg9} единиц, но часть груза потерялась по дороге.
dlga_tavernkeeper_deliver_wine_incomplete:tavernkeeper_pretalk|Бандиты напали? Хорошо хоть сами остались живы. В любом случае, {reg5} динаров за работу вам будет более чем достаточно. И {s1}, разумеется, узнает, что был доставлен не весь товар, так что вам, скорее всего, придется заплатить за потерянное.
dlga_tavernkeeper_talk:tavernkeeper_deliver_wine_lost|Я долж{reg63?ен:на} был{reg63?:а} доставить вам {s4} в количестве {reg9} единиц, но я потерял{reg63?:а} весь груз по дороге.
dlga_tavernkeeper_deliver_wine_lost:tavernkeeper_pretalk|Что? Да у меня сейчас {s4} на вес золота! Я несколько месяцев жду, а вы мне говорите, что у вас ничего нет? Ну уж будьте уверены - {s1} обо всем узнает!
dlga_tavernkeeper_talk:tavernkeeper_rumors|О чем говорят люди в городе?
dlga_tavernkeeper_rumors:bar_post_rumor|{s3}
dlga_bar_post_rumor:tavernkeeper_pretalk|Отлично, спасибо!
dlga_tavernkeeper_talk:tavernkeeper_buy_drinks|Сегодня я угощаю! Поставьте каждому посетителю по кувшину лучшего вина за мой счет.
dlga_tavernkeeper_buy_drinks:tavernkeeper_buy_drinks_2|Конечно, {reg63?милорд:миледи}. Думаю, {reg5} динаров хватит. Что мне следует говорить?
dlga_tavernkeeper_buy_drinks_2:tavernkeeper_buy_drinks_end|Скажите, что {playername} желает показать свое расположение к жителям {s10}.
dlga_tavernkeeper_buy_drinks_end:tavernkeeper_pretalk|Хорошо, {reg63?господин:госпожа}. За вас сегодня не раз поднимут тост!
dlga_tavernkeeper_buy_drinks_2:tavernkeeper_pretalk|А впрочем... Отмените заказ.
dlga_tavernkeeper_talk:tavernkeeper_job_ask|Есть в вашем краю кто-нибудь, у кого найдется работа для {reg63?мужчины:дамы} вроде меня?
dlga_tavernkeeper_job_ask:tavern_bard_talk|{s9} 
dlga_tavern_bard_talk:close_window|Да, я возьмусь за эту работу!
dlga_tavern_bard_talk:close_window.1|Не сейчас. Я вернусь позже!
dlga_tavern_bard_talk:tavernkeeper_job_ask|Да, пожалуйста, поведайте мне.
dlga_tavernkeeper_job_ask:tavernkeeper_job_search|Ну... {s10} частенько набирает наемников - вечно он с кем-то воюет.{s9}
dlga_tavernkeeper_job_search:tavernkeeper_job_result|Дайте-ка подумать...
dlga_tavernkeeper_job_result:tavernkeeper_job_search|Кажется, {s7} {s9}{s10} Возможно, вы захотите поговорить с {reg4?ней:ним}.
dlga_tavernkeeper_job_result:tavernkeeper_job_result_2|А вообще помощь много кому нужна: знатным людям и гильдмастерам часто требуются услуги, о которых они не трезвонят по всем углам. Да и у крестьян бывают проблемы, хотя эти скорее заплатят сыром и благодарностью, чем полновесной монетой.
dlga_tavernkeeper_job_result_2:close_window|Словом, слушайте, что говорят на улице, и не зевайте. А если что, заходите ко мне - глядишь, и я что узнаю.
dlga_tavernkeeper_talk:tavernkeeper_spawned_armies|Какие есть новости о вторгшихся армиях?
dlga_tavernkeeper_spawned_armies:close_window|Может быть и есть нужная для вас информация, да вот золота у вас нет, чтобы заплатить за нее.
dlga_tavernkeeper_spawned_armies:tavernkeeper_spawned_armies_1|Да, я могу с вами поделиться этой очень ценной информацией. Скажем, за... 2000 золотых.
dlga_tavernkeeper_spawned_armies:close_window.1|Нет, я ничего не слышал.
dlga_tavernkeeper_spawned_armies_1:close_window|Это слишком дорого. Прощайте.
dlga_tavernkeeper_spawned_armies_1:tavernkeeper_spawned_armies_2|Ах ты грязный...вот твое золото.
dlga_tavernkeeper_spawned_armies_2:close_window|Дело есть дело. Вот, что мне известно: ^ {s54}
dlga_tavernkeeper_talk:tavernkeeper_supplies|Я в поисках припасов.
dlga_tavernkeeper_supplies:tavernkeeper_pretalk|У вашего отряда достаточно припасов для кампании. ^^^^^^(как минимум один обоз уже есть в игре)
dlga_tavernkeeper_supplies:tavernkeeper_pretalk.1|Вам необходимо больше военных трофеев, если вы хотите заключить справедливую сделку. ^^^^^^(необходимы 2x  военных трофея)
dlga_tavernkeeper_supplies:tavernkeeper_supplies_1|Мы раздобудем необходимые припасы. Их скоро доставят. ^^^^^^(Обоз использует 2х военных трофея)
dlga_tavernkeeper_supplies_1:close_window|Очень хорошо.
dlga_tavernkeeper_supplies_1:tavernkeeper_pretalk|Может быть, в другой раз.
dlga_tavernkeeper_talk:close_window|Лучше я пойду.
dlga_start:quigfen_intro|Здравствуйте и добро пожаловать, {reg63?милорд:миледи}. Что вас интересует?
dlga_start:quest_offered|Кажется, вы хотите получить поддержку нолдоров. Однако вы должны доказать свои благие намерения, чтобы завоевать наше доверие. Существует мародерствующая армия Джату, передвигающаяся по лесам Ларии и нападающая на патрули нолдоров. Они ищут скрытый замок. Если вы разгромите их, то все нолдоры окажутся у вас в долгу. Что скажете?
dlga_start:response_success|Мои друзья в лесу сообщили мне, что вы разгромили армию Джату! В дополнение к 3000 динаров вам предоставлен доступ в Элакрай, скрытый замок нолдоров. Он находится на северном берегу озера в лесах Ларии.
dlga_response_success:quigfen_process_1|Всегда готов{reg63?:а} помочь. Сейчас же отправлюсь на поиски замка.
dlga_quest_offered:quest_taken|Очень хорошо. Я уничтожу армию Джату.
dlga_quest_taken:close_window|Прекрасно. Помните, что нолдоры смогут по достоинству вас отблагодарить.
dlga_quest_offered:quigfen_process_1|Извините. У меня нет на это времени.
dlga_start:quigfen_response_1|Приветствую, {reg63?милорд:миледи}. Надеюсь, что вы достигли значительных успехов с момента нашего расставания.
dlga_quigfen_intro:quigfen_intro_2|Кто вы? И чем вы занимаетесь?
dlga_quigfen_response_1:quigfen_process_1|У меня к тебе дело, Квигфен, нужно обсудить кое-что...
dlga_quigfen_intro_2:quigfen_intro_3_talk|Меня зовут Квигфен, такое имя наверное странно для вас звучит, верно? Кто я? Нуу, я... можно сказать торговец. Возможно, на вашем языке 'посредник' будет ближе всего к истине. Я остановился здесь, в Ларии, и продаю нолдорские товары тем, кто... как бы правильнее выразиться? Тем, кто является другом для нолдоров. Я продаю оружие, снаряжение и множество других безделушек. К тому же иногда предоставляю услуги рейнджеров нолдоров особым клиентам. Вижу, что я тебя заинтересовал.
dlga_quigfen_intro_3_talk:quigfen_process_1|Хм... да, очень интересно. Расскажите подробнее.
dlga_quigfen_process_1:quigfen_process_2|Запомните, вы должны быть в хороших отношениях с нолдорами, чтобы иметь со мной дело. Я предоставлю вам 2 вида услуг: первый - купить броню и оружие нолдоров. Второй - нанять воинов нолдоров сражаться на вашей стороне для объединения этой земли, дабы оттеснить последователей Темных Богинь.
dlga_quigfen_process_2:start|Расскажите мне о поиске еще раз.
dlga_quigfen_process_2:quigfen_arms|Меня интересует вооружение и доспехи нолдоров.
dlga_quigfen_process_2:quigfen_warrior|Меня интересуют воины нолдоров.
dlga_quigfen_process_2:quigfen_intro_2|Чем вы занимаетесь?
dlga_quigfen_process_2:close_window|Без разницы, мне пора, возможно позже.
dlga_quigfen_arms:quigfen_process_2|Похоже, нолдоры до сих пор вам не доверяют, поэтому я не могу вам ничего продать. Улучшите ваши отношения с ними и только тогда возвращайтесь, после чего мы сможем договориться.
dlga_quigfen_arms:quigfen_ending_trade|Ах да, {reg63?милорд:миледи}, здесь торговый центр нолдоров.
dlga_quigfen_arms:quigfen_arms_gem|Очень хорошо, {reg63?милорд:миледи}. Вы принесли Слезу Дракона, чтобы открыть лавочку?
dlga_quigfen_arms_gem:quigfen_arms|Да, вот она.
dlga_quigfen_arms_gem:quigfen_process_1|Нет, забыл прихватить.
dlga_quigfen_warrior:quigfen_process_2|Похоже, что нолдоры не доверяют вам настолько, чтобы сражаться за вас. Улучшите отношения с ними и возвращайтесь. Возможно, после этого некоторые воины присоединятся к вам.
dlga_quigfen_warrior:quigfen_warrior_gem|Что же, {reg63?милорд:миледи}. Есть ли у вас Слеза Дракона, которая бы склонила всех присоединиться к вам?
dlga_quigfen_warrior_gem:quigfen_warrior_choose|Да, вот она.
dlga_quigfen_warrior_gem:quigfen_warrior_choose.1|Да, у меня есть Куалис и эта прекрасная ваза (и место для {reg34} воинов).
dlga_quigfen_warrior_gem:close_window|Да, но, пожалуй, попридержу ее у себя.
dlga_quigfen_warrior_gem:close_window.1|Да, но сейчас  я не хочу ими торговать.
dlga_quigfen_warrior_gem:close_window.2|Нет, не со мной.
dlga_quigfen_warrior_choose:quigfen_warrior_select|Отлично. Пожалуйста, выберите один из вариантов ниже.
dlga_quigfen_warrior_choose:close_window|Прекрасно, но у вас... нет для них места в отряде.
dlga_quigfen_warrior_select:quigfen_ending_trade|{reg35}x нолдоров-воинов
dlga_quigfen_warrior_select:quigfen_ending_trade.1|{reg36}x нолдоров-рейнджеров
dlga_quigfen_warrior_select:quigfen_ending_trade.2|{reg37}x дев-рейнджеров нолдоров
dlga_quigfen_warrior_select:quigfen_ending_trade.3|{reg38}x высокородных нолдоров
dlga_quigfen_warrior_select:quigfen_ending_trade.4|{reg39}x Сумеречных рыцаря-нолдора
dlga_quigfen_ending_trade:quigfen_process_2|Очень хорошо. Что-нибудь еще, {reg63?милорд:миледи}?
dlga_start:ransom_broker_intro|Приветствую вас, {reg63?господин:госпожа}. Судя по вашему виду, вам не мешало бы со мной познакомиться.
dlga_ransom_broker_intro:ransom_broker_intro_2|Это почему же?
dlga_ransom_broker_intro:ransom_broker_pretalk|А я знаю, кто вы. Необязательно рассказывать мне о вас.
dlga_ransom_broker_intro_2:ransom_broker_info_talk|Я посредни{reg65?ца:к} Красного братства, занимаюсь выкупом несчастных, которые попадают в плен в этих бесконечных войнах. Обычно я путешествую между соляными копями и невольничьими рынками на побережье по поручению тех, чьи родственники пропали без вести. Но если я в своей миссии милосердия случайно натолкнусь на парочку подходящих пленников, то не вижу причин, почему бы мне не провернуть дельце для собственной выгоды. И вы как раз похожи на того, у кого могут быть пленные для продажи.
dlga_ransom_broker_info_talk:ransom_broker_families|А если их семьи не смогут заплатить?
dlga_ransom_broker_families:ransom_broker_info_talk|О, тогда я красочно опишу им тяжкий быт на галерах. Вы даже не представляете себе, какие сокровища можно вытрясти из простого батрака или выманить у его родни при должном подходе! В итоге, если даже он не найдет серебра, то ведь всегда есть работорговцы, которые поставляют гребцов на галеры. Видите ли, нельзя творить богоугодные дела при пустом кошельке.
dlga_ransom_broker_info_talk:ransom_broker_prices|На что я могу рассчитывать?
dlga_ransom_broker_prices:ransom_broker_info_talk|Это как повезет. У меня взгляд уже наметанный и я могу на глаз прикинуть сумму выкупа. Есть дюжина признаков, которые помогают определить, кто идет спать голодным, а кто сперва набивает брюхо нежными гусиными клецками. Ну, а настоящие деньги, разумеется, надо искать во дворянстве. И если вы когда-нибудь захотите овладеть моим ремеслом, то вам придется все разузнать о каждом зажиточном семействе Пендора, об их имениях, геральдике, законных и внебрачных детях, и, само собой, об их долгах и кредитах.
dlga_ransom_broker_info_talk:ransom_broker_ransom_me|И вы сможете выкупить меня, если я попадусь?
dlga_ransom_broker_ransom_me:ransom_broker_info_talk|Конечно. Я желанн{reg65?ая:ый} гость{reg65?я:} в любой области Пендора, а далеко не все могут этим похвастать! Так что всегда имейте где-нибудь припрятанный тайничок с монетами и верного слугу, который сможет их быстро найти.
dlga_ransom_broker_info_talk:ransom_broker_pretalk|Это все, что я хотел{reg63?:а} знать. Спасибо.
dlga_start:ransom_broker_talk|Приветствую. Если у вас есть пленные, я был{reg65?а:} бы рад{reg65?а:} купить их у вас.
dlga_ransom_broker_pretalk:ransom_broker_talk|Как бы там ни было, а я никогда не прочь взглянуть на товар, если у вас есть, что предложить.
dlga_ransom_broker_talk:ransom_broker_rumors|Вы слышали какие-нибудь интересные слухи? (заплатить 10 динаров)
dlga_ransom_broker_rumors:ransom_broker_post_rumor_bonus|{s3} Это напоминает мне, что есть одна возможность, которую мы можем обсудить, если вам интересно.
dlga_ransom_broker_rumors:ransom_broker_post_rumor|{s3} 
dlga_ransom_broker_post_rumor_bonus:ransom_broker_post_rumor_bonus_troops|Может быть, что за возможность?
dlga_ransom_broker_post_rumor_bonus:close_window|Нет, мне нужно уходить, дела, дела...
dlga_ransom_broker_post_rumor_bonus_troops:ransom_broker_post_rumor_bonus_troop_response|{s3} 
dlga_ransom_broker_post_rumor_bonus_troop_response:close_window|Да, вот {reg34} динаров, я забираю этих людей у вас.
dlga_ransom_broker_post_rumor_bonus_troop_response:close_window.1|У меня нет места.
dlga_ransom_broker_post_rumor:ransom_broker_pretalk|Очень хорошо, спасибо.
dlga_ransom_broker_talk:ransom_broker_sell_prisoners|Тебе лучше бы достать кошелек. У меня тут пленники на продажу есть.
dlga_ransom_broker_talk:ransom_broker_sell_prisoners_all|Я хочу продать всех пленников.
dlga_ransom_broker_talk:ransom_broker_intro_2|Расскажите еще раз о своих делах.
dlga_ransom_broker_talk:ransom_broker_ransom_companion|Я хочу выкупить одного из моих спутников.
dlga_ransom_broker_ransom_companion:ransom_broker_ransom_companion_choose|Кого вы желаете выкупить?
dlga_ransom_broker_ransom_companion_choose:ransom_broker_ransom_companion_name_sum|{s4}
dlga_ransom_broker_ransom_companion_choose:ransom_broker_pretalk|Не бери в голову.
dlga_ransom_broker_ransom_companion_name_sum:ransom_broker_ransom_companion_verify|Позволь мне проверить свои записи, так-так... Да. Тво{reg4?я подруга:й друг} удерживается в темнице, в месте под названием '{s7}'. Как интересно! Я слышал{reg65?а:}, что крысы там необычайно большие, здоровые, как собаки... Ну что ж... За весьма разумную сумму в {reg5} динаров, которая включает выкуп, мои комиссионные и прочие расходы, мы сможем устроить так, чтобы {s5} {reg4?смогла:смог} получить свободу. Что вы на это скажете?
dlga_ransom_broker_ransom_companion_verify:ransom_broker_ransom_companion_accept|Хорошо. Вот твои деньги.
dlga_ransom_broker_ransom_companion_verify:ransom_broker_ransom_companion_refuse|Черт. Сейчас у меня столько нет.
dlga_ransom_broker_ransom_companion_accept:ransom_broker_talk|Превосходно! Я думаю, через несколько дней вам встретится {s5}, {reg4?едущая:едущий} вам навстречу, с радостью и благодарностью! Чем еще я могу помочь вам?
dlga_ransom_broker_ransom_companion_refuse:ransom_broker_talk|Конечно, конечно... Не берите в голову то, что я рассказал{reg65?а:} о крысах, я, между прочим, никогда не видел{reg65?а:} их сам{reg65?а:}, такая там непроглядная темнота. Так или иначе, я уверен{reg65?а:}, что {s5} поймет, что для вас очень важно управлять расходами. Что ж... Может быть, что-нибудь еще?
dlga_ransom_broker_talk:ransom_broker_common_mercenaries_1|Вы сказали "наемники"?
dlga_ransom_broker_common_mercenaries_1:close_window|Действительно, я сказал "наемники". За достойную плату они будут сражаться за вас. Однако, в вашем отряде нет места для новых воинов.
dlga_ransom_broker_common_mercenaries_1:ransom_broker_common_mercenaries_2|Да, действительно. ^^Если у вас достаточно золота, то я бы мог поговорить с капитанами наемников. Слиток золота убедит их предоставить для найма лучших солдат. Однако, цена за них все равно будет очень высокой.
dlga_ransom_broker_common_mercenaries_2:ransom_broker_common_mercenaries_3|Так случилось, что он у меня есть. [передать золотой слиток]
dlga_ransom_broker_common_mercenaries_2:ransom_broker_common_mercenaries_3.1|Кажется, у меня нет с собой золотых слитков. [лгать]
dlga_ransom_broker_common_mercenaries_2:close_window|У меня есть золотой слиток. Но нет сил с ним расстаться. Прощай.
dlga_ransom_broker_common_mercenaries_2:ransom_broker_common_mercenaries_3.2|Нет, у меня нет никаких золотых слитков. Давайте поговорим о доступных наемниках.
dlga_ransom_broker_common_mercenaries_2:close_window.1|Я должен идти. Прощай.
dlga_ransom_broker_common_mercenaries_3:ransom_broker_common_mercenaries_4|Я связался с одним из капитанов наемников и он может разрешить найм {reg45?{reg34} человек:один человек} за {reg43} динаров.
dlga_ransom_broker_common_mercenaries_4:close_window|Это честная сделка. Вот ваши {reg43} динаров. Пусть наемники ждут меня сразу за городом.
dlga_ransom_broker_common_mercenaries_4:close_window.1|Это справедливая сделка, но я не могу потратить столько динаров. Прощайте.
dlga_ransom_broker_common_mercenaries_4:close_window.2|Это слишком дорого! Прощайте.
dlga_ransom_broker_talk:ransom_broker_special|Что еще ты предлагаешь?
dlga_ransom_broker_special:ransom_broker_special_1|У меня есть одежда тех, кто прошел через мои руки. Большая часть одежды в плохом состоянии, но есть неплохая женская одежда. Некторые дамы были так расстроены, что даже не торговались со мной.
dlga_ransom_broker_special_1:ransom_broker_special_2|В самом деле? А я как раз ищу подарок для моей леди. Покажите, что у вас есть.
dlga_ransom_broker_special_1:close_window|Может быть, в другой раз.
dlga_ransom_broker_special_2:ransom_broker_special_3|Они сзади, следуйте за мной.
dlga_ransom_broker_special_3:ransom_broker_talk|Что-нибудь еще?
dlga_ransom_broker_talk:close_window|Не сейчас. До свидания.
dlga_ransom_broker_sell_prisoners:ransom_broker_sell_prisoners_2|Посмотрим, посмотрим...
dlga_ransom_broker_sell_prisoners_all:ransom_broker_sell_prisoners_2|Посмотрим, посмотрим...
dlga_ransom_broker_sell_prisoners_2:close_window|Я буду здесь несколько дней. Если понадоблюсь, дайте знать.
dlga_start:tavern_background_talk|Приветствую тебя, {reg63?друг:подруга}. Вы выглядите как {reg63?мужчина, которому:дама, которой} знакомство со мной может принести пользу. Я много путешествую по всему Пендору и всегда прислушиваюсь к интересной информации, которую, возможно, и вы посчитаете полезной.^^{s9}
dlga_tavern_background_talk:tavern_traveler_rumors_end1|Да, я приму на службу этих двух охотников за головами.
dlga_tavern_background_talk:tavern_traveler_rumors_end1.1|Нет, в этом нет необходимости, но все равно спасибо.
dlga_tavern_background_talk:tavern_traveler_rumors_end1.2|Благодарю вас за совет. Возможно, я еще вернусь позже и спрошу насчет работы.
dlga_tavern_background_talk:tavern_traveler_rumors_end1.3|Благодарю вас за информацию. Это действительно очень хорошая новость!
dlga_tavern_background_talk:tavern_traveler_rumors_end1.4|Спасибо вам за ваши слова. Но мне нужно идти.
dlga_tavern_background_talk:tavern_traveler_rumors_end1.5|Да, вот ваше золото. Я надеюсь, вы будете молчать? (заплатить 30 динаров)
dlga_tavern_background_talk:tavern_traveler_rumors_end1.6|Я ничего вам не заплачу. До свидания.
dlga_tavern_background_talk:tavern_traveler_rumors_end1.7|Приятно знать об этом. Мне пора уходить, до свидания.
dlga_start:tavern_traveler_talk|Приветствую тебя, {reg63?друг:подруга}. Вы выглядите как {reg63?мужчина, которому:дама, которой} знакомство со мной может принести пользу. Я много путешествую по всему Пендору и всегда прислушиваюсь к интересной информации, которую, возможно, и вы посчитаете полезной.^^{s9}
dlga_start:tavern_traveler_lost_companion_thanks|Здравствуйте, {playername}. Парочку дней назад мне довелось побывать в таверне {s11}. И кто, вы думаете, там был? Ваш верный {s10}! Любопытно, не правда ли?!
dlga_tavern_traveler_lost_companion_thanks:tavern_traveler_pretalk|Спасибо. Я поищу {reg3?ее:его} там.
dlga_tavern_traveler_lost_companion_thanks:tavern_traveler_pretalk.1|Спасибо, но мне все равно.
dlga_start:tavern_traveler_talk.1|Здравствуйте, {playername}.
dlga_tavern_traveler_pretalk:tavern_traveler_talk|Да?
dlga_tavern_traveler_talk:tavern_traveler_tell_kingdoms|Что вы можете сказать об этих землях?
dlga_tavern_traveler_tell_kingdoms:tavern_traveler_tell_kingdoms_2|Пендор разделен на несколько враждующих королевств. Каждое их них не может окончательно победить, но и в мире им жить не удается. Поэтому войны здесь почти не прекращаются, терзают благодатную землю и тянут из нее все соки. Впрочем, для искателей приключений тут самое место. При должном везении и умениях вы получите такую славу, богатство и власть, что вам и не снились. Возможности, как и награды, бесконечны - если, конечно, вы готовы рисковать ради них жизнью.
dlga_tavern_traveler_tell_kingdoms_2:tavern_traveler_tell_kingdoms_3|Расскажите побольше об этих возможностях.
dlga_tavern_traveler_tell_kingdoms_2:close_window|Спасибо. Можете не продолжать.
dlga_tavern_traveler_tell_kingdoms_3:tavern_traveler_tell_kingdoms_4|Вы, наверное, наперед знаете все, что я могу вам сказать. Дела у вас, судя по всему, идут совсем не плохо.
dlga_tavern_traveler_tell_kingdoms_3:tavern_traveler_tell_kingdoms_4a|Воюющие королевства всегда платят хорошие деньги наемникам. Если вы умеете драться, поговорите с одним из правителей, и вам наверняка предложат контракт. Но по-настоящему большие деньги можно получить, только став вассалом короля. Тогда у вас будут свои деревни, замки и города, вы будете собирать налоги и доходы с имений. Право владеть землей когда-то принадлежало лишь аристократам, но в трудные времена король может сделать своим вассалом любого, кто отличится на поле боя.
dlga_tavern_traveler_tell_kingdoms_4a:tavern_traveler_tell_kingdoms_4|Бывает и так, что искатели приключений вовсе отказываются от покровительства правителей Пендора, сами объявляют себя королями и начинают завоевывать земли. Но это очень трудный путь, ведь старинная знать с большой родословной вряд ли признает королем какого-то выскочку. Таким правителям нужно как следует обосновать право на трон, иначе им будут угрожать со всех сторон.
dlga_tavern_traveler_tell_kingdoms_4:tavern_traveler_tell_kingdoms_5|Для искателя приключений вроде вас будет лучше дать клятву верности какому-нибудь известному противнику короля. В Пендоре много таких претендентов на трон, родившихся в знатном семействе и утверждающих, что у них больше прав, чем у нынешнего короля. А если у такого человека появятся последователи, то он вполне может развязать войну за престол и, возможно, даже свергнуть короля.
dlga_tavern_traveler_tell_kingdoms_5:tavern_traveler_tell_kingdoms_6|Интересно. И где таких людей искать?
dlga_tavern_traveler_tell_kingdoms_5:close_window|Думаю, с меня достаточно. Спасибо.
dlga_tavern_traveler_tell_kingdoms_6:tavern_traveler_pretalk|Жизнь потенциальных претендентов на трон не безопасна, и они нечасто живут в родном доме. Нередко их можно встретить при чужих дворах: там они ищут союзников. Иногда до меня доходят кое-какие занятные рассказы, и я мог бы рассказать, кто где сейчас находится. Но не безвозмездно, не безвозмездно.
dlga_tavern_traveler_talk:tavern_traveler_pretender_location|Скажите мне, где живет претендент на трон.
dlga_tavern_traveler_pretender_location:tavern_traveler_pretender_location_ask|Кого именно вы ищете?
dlga_tavern_traveler_pretender_location_ask:tavern_traveler_pretender_location_ask_2|{s11}
dlga_tavern_traveler_pretender_location_ask:tavern_traveler_pretalk|Неважно.
dlga_tavern_traveler_pretender_location_ask_2:tavern_traveler_pretender_location_ask_money|За эти сведения я попрошу немного, скажем, 30 динаров.
dlga_tavern_traveler_pretender_location_ask_money:tavern_traveler_pretender_location_tell|Ладно. Вот вам 300 динаров.
dlga_tavern_traveler_pretender_location_ask_money:tavern_traveler_pretalk|Нет, спасибо.
dlga_tavern_traveler_pretender_location_tell:tavern_traveler_pretalk|{s15} находится сейчас в {s11}.
dlga_tavern_traveler_talk:tavern_traveler_rumors|Какими новостями вы можете поделиться? (заплатить 10 динаров)
dlga_tavern_traveler_rumors:trav_post_rumor|{s3} 
dlga_tavern_traveler_rumors:trav_post_rumor_bonus|{s3} Это напоминает мне, что есть одна возможность, которую мы можем обсудить, если вам интересно.
dlga_trav_post_rumor_bonus:trav_post_rumor_bonus_offer|Интересно, что за возможность?
dlga_trav_post_rumor_bonus:tavern_traveler_rumors_end1|Нет, мне пора в путь.
dlga_trav_post_rumor_bonus_offer:trav_post_rumor_bonus_offer_reply|{s3}
dlga_trav_post_rumor_bonus_offer_reply:close_window|Да, я расстанусь с 200 динарами за эту информацию.
dlga_trav_post_rumor_bonus_offer_reply:tavern_traveler_talk|Нет, спасибо, но не сейчас.
dlga_trav_post_rumor:tavern_traveler_rumors_end1|Спасибо, это было интересно.
dlga_tavern_traveler_rumors_end1:tavern_traveler_talk|Могу ли я еще чем-нибудь помочь вам?
dlga_tavern_traveler_talk:tavern_traveler_healer_start|Знаете ли вы кого-либо, кто нуждается в целителе?
dlga_tavern_traveler_healer_start:tavern_traveler_pretalk|Нет, не сейчас. Спросите позже.
dlga_tavern_traveler_healer_start:tavern_traveler_medic_accept|{s9}
dlga_tavern_traveler_medic_accept:tavern_traveler_pretalk|Очень хорошо. Возможно, позже.
